目标词|左分词|右分词|左分词词义集合|右分词词义集合|左分词词义以及词义代码|左分词词义|左分词单层|左分词三层|右分词词义以及词义代码|右分词词义|右分词单层|右分词三层
机组|号|的|号码_记号_曲谱_标点符号(Dk04) 商店(Dm04) 名称_姓名_生肖_性别(Dd15) 等级_头衔(Di16) 作响_爆炸(Ia08) 笑_哭(Ic01) 数量单位(Dn08) 乐器(Bp13) 标注_标点(Hg13)|真实_虚假_确实_虚妄(Ed01) 的_然_所(Kd01) 弓_箭_矛_盾_剑(Bo29)|号码_记号_曲谱_标点符号(Dk04)|号码_记号_曲谱_标点符号|D|Dk04|的_然_所(Kd01)|的_然_所|K|Kd01
机组|台|发电|尊贵_低贱(Ed26) 政府(Dm01) 数量单位(Dn08) 亭_阁_台(Bn21) 桌子_抽屉_椅子_凳子(Bp26)|写信_汇款_邮寄_拍电报_打电话(Hi11) 赠送_赠答_捐献(Hi26) 出现_发生(Jd07)|亭_阁_台(Bn21)|亭_阁_台|B|Bn21|写信_汇款_邮寄_拍电报_打电话(Hi11)|写信_汇款_邮寄_拍电报_打电话|H|Hi11
机组|千瓦|正式|度量衡单位(Dn10) 数量(Dn03)|正规_业余(Ed53)|度量衡单位(Dn10)|度量衡单位|D|Dn10|正规_业余(Ed53)|正规_业余|E|Ed53
机组|发电|null|写信_汇款_邮寄_拍电报_打电话(Hi11) 赠送_赠答_捐献(Hi26) 出现_发生(Jd07)|null|写信_汇款_邮寄_拍电报_打电话(Hi11)|写信_汇款_邮寄_拍电报_打电话|H|Hi11|null|null|null|null
机组|null|全部|null|单_双_全部_部分(Eb02)|null|null|null|null|单_双_全部_部分(Eb02)|单_双_全部_部分|E|Eb02
机组|台|到|尊贵_低贱(Ed26) 政府(Dm01) 数量单位(Dn08) 亭_阁_台(Bn21) 桌子_抽屉_椅子_凳子(Bp26)|出席_缺席(Hj20) 来_去_来去(Hj63) 全面_片面(Ed11) 从_到_沿(Kb02) 期满_到期_过期(Ie16) 到达_停靠(Hf08)|亭_阁_台(Bn21)|亭_阁_台|B|Bn21|从_到_沿(Kb02)|从_到_沿|K|Kb02
机组|火力发电|null|出现_发生(Jd07)|null|出现_发生(Jd07)|出现_发生|J|Jd07|null|null|null|null
机组|同类|还|系统_种类_结构(Dd06)|再(Ka14) 竟然_几乎(Ka27) 仍然_尚且(Ka28) 却_还_也_反而(Ka33) 交_取_借_归还_交换(Hi27)|系统_种类_结构(Dd06)|系统_种类_结构|D|Dd06|却_还_也_反而(Ka33)|却_还_也_反而|K|Ka33
机组|小火电|稍加|null|null|null|null|null|null|null|null|null|null
机组|发电|吃不起|写信_汇款_邮寄_拍电报_打电话(Hi11) 赠送_赠答_捐献(Hi26) 出现_发生(Jd07)|null|写信_汇款_邮寄_拍电报_打电话(Hi11)|写信_汇款_邮寄_拍电报_打电话|H|Hi11|null|null|null|null
机组|批|发电|按语_批语_引文_注解(Dk23) 剪_刻_砍_刮(Fa28) 数量单位(Dn08) 签字_盖章_批阅_签注(Hc16) 标注_标点(Hg13) 责备_批评_攻击(Hi21)|写信_汇款_邮寄_拍电报_打电话(Hi11) 赠送_赠答_捐献(Hi26) 出现_发生(Jd07)|按语_批语_引文_注解(Dk23)|按语_批语_引文_注解|D|Dk23|写信_汇款_邮寄_拍电报_打电话(Hi11)|写信_汇款_邮寄_拍电报_打电话|H|Hi11
机组|台|发电|尊贵_低贱(Ed26) 政府(Dm01) 数量单位(Dn08) 亭_阁_台(Bn21) 桌子_抽屉_椅子_凳子(Bp26)|写信_汇款_邮寄_拍电报_打电话(Hi11) 赠送_赠答_捐献(Hi26) 出现_发生(Jd07)|亭_阁_台(Bn21)|亭_阁_台|B|Bn21|写信_汇款_邮寄_拍电报_打电话(Hi11)|写信_汇款_邮寄_拍电报_打电话|H|Hi11
机组|在|主控室|从事_参加_脱离(Hj19) 已经_方才_正在(Ka12) 向_背_在(Kb01) 活_死(Ib03) 起源_取决(Ja05) 无关(Jd01) 处于_在于_陷于_适逢(Jd02)|null|向_背_在(Kb01)|向_背_在|K|Kb01|null|null|null|null
机组|期间|稳定|期限_期间(Ca06)|固定_灵活_生动_平板(Ed14) 太平_安定_动荡_混乱(Ef01)|期限_期间(Ca06)|期限_期间|C|Ca06|固定_灵活_生动_平板(Ed14)|固定_灵活_生动_平板|E|Ed14
机组|同类|的|系统_种类_结构(Dd06)|真实_虚假_确实_虚妄(Ed01) 的_然_所(Kd01) 弓_箭_矛_盾_剑(Bo29)|系统_种类_结构(Dd06)|系统_种类_结构|D|Dd06|的_然_所(Kd01)|的_然_所|K|Kd01
